CustomerID,days_since_last_purchase,customer_age_days,active_days,total_orders,purchase_frequency,avg_items_per_order,avg_days_between_orders,avg_order_value,avg_item_value,COUNT(transactions),MAX(transactions.Quantity),MAX(transactions.Revenue),MAX(transactions.UnitPrice),MEAN(transactions.Quantity),MEAN(transactions.Revenue),MEAN(transactions.UnitPrice),MIN(transactions.Quantity),MIN(transactions.Revenue),MIN(transactions.UnitPrice),SUM(transactions.Quantity),SUM(transactions.Revenue),COUNT(transactions) + MAX(transactions.Quantity),COUNT(transactions) + MAX(transactions.Revenue),MAX(transactions.Quantity) + MEAN(transactions.Revenue),MAX(transactions.UnitPrice) + MIN(transactions.Quantity),MEAN(transactions.UnitPrice) + MIN(transactions.UnitPrice),CLV_Target
18074,272,272,0,1,0.1102941176470588,190.0,0.0,489.6,2.576842105263158,13,48.0,102.0,12.75,14.615384615384617,37.66153846153846,4.7807692307692315,2.0,15.8,0.65,190.0,489.6,61.0,115.0,85.66153846153847,14.75,5.430769230769232,0.0
17420,70,272,202,2,0.2205882352941176,84.5,202.0,195.755,2.316627218934911,21,12.0,25.5,19.95,8.047619047619047,18.643333333333334,4.032857142857143,1.0,12.48,1.25,169.0,391.51,33.0,46.5,30.643333333333334,20.95,5.282857142857143,207.32
16029,6,272,266,44,4.852941176470589,432.5,6.186046511627907,885.1802272727273,2.046659485023647,170,480.0,1224.0,8.49,111.94117647058825,229.1054705882353,2.551235294117647,4.0,30.6,1.06,19030.0,38947.93,650.0,1394.0,709.1054705882353,12.49,3.611235294117647,14868.32
16250,160,272,112,2,0.2205882352941176,104.0,112.0,194.72,1.872307692307692,24,24.0,27.0,7.95,8.666666666666666,16.226666666666667,3.088333333333334,2.0,5.04,0.42,208.0,389.44,48.0,51.0,40.22666666666667,9.95,3.5083333333333333,0.0
12431,18,272,254,11,1.2132352941176472,190.72727272727272,25.4,437.0063636363636,2.291263107721639,184,288.0,417.6,16.95,11.402173913043478,26.12538043478261,3.806304347826087,1.0,5.04,0.42,2098.0,4807.07,472.0,601.6,314.1253804347826,17.95,4.226304347826087,1612.88
17511,13,272,259,20,2.2058823529411766,1845.75,13.63157894736842,2801.0935,1.5175909521874578,624,300.0,745.0,16.95,59.15865384615385,89.77863782051283,2.463125,1.0,1.17,0.1,36915.0,56021.87,924.0,1369.0,389.7786378205128,17.95,2.5631250000000003,27507.59
13705,43,272,228,2,0.2205882352941176,118.0,228.0,178.84,1.515593220338983,20,24.0,59.400000000000006,5.95,11.8,17.884,1.804,4.0,7.800000000000001,0.65,236.0,357.68,44.0,79.4,41.884,9.95,2.4539999999999997,0.0
13747,272,272,0,1,0.1102941176470588,8.0,0.0,79.6,9.95,1,8.0,79.6,9.95,8.0,79.6,9.95,8.0,79.6,9.95,8.0,79.6,9.0,80.6,87.6,17.95,19.9,0.0
13408,5,272,267,40,4.411764705882353,256.75,6.846153846153846,435.20199999999994,1.695041869522882,310,160.0,306.0,34.95,33.12903225806452,56.15509677419355,2.34441935483871,1.0,0.39,0.29,10270.0,17408.08,470.0,616.0,216.15509677419357,35.95,2.63441935483871,9300.34
13767,7,272,264,28,3.088235294117647,140.46428571428572,9.77777777777778,345.5846428571428,2.4603025680142383,281,96.0,180.0,12.75,13.99644128113879,34.435480427046265,3.674626334519573,2.0,10.08,0.42,3933.0,9676.37,377.0,461.0,130.43548042704626,14.75,4.094626334519573,6658.01
17924,200,272,72,2,0.2205882352941176,54.0,72.0,251.1,4.6499999999999995,3,48.0,223.2,4.65,36.0,167.4,4.65,12.0,55.8,4.65,108.0,502.2,51.0,226.2,215.4,16.65,9.3,2460.3
13448,117,272,155,4,0.4411764705882353,180.0,51.666666666666664,355.815,1.97675,71,25.0,59.400000000000006,12.75,10.140845070422536,20.045915492957747,3.02943661971831,2.0,6.959999999999999,0.29,720.0,1423.26,96.0,130.4,45.04591549295775,14.75,3.31943661971831,2111.4300000000003
15862,11,272,261,3,0.3308823529411764,166.33333333333334,130.5,219.91000000000005,1.322104208416834,100,108.0,40.56,16.95,4.99,6.597300000000001,2.7548000000000004,1.0,0.55,0.16,499.0,659.73,208.0,140.56,114.5973,17.95,2.9148000000000005,0.0
15513,5,272,267,15,1.6544117647058825,247.73333333333332,19.071428571428573,584.2579999999999,2.3584149623250803,211,160.0,232.0,12.75,17.61137440758294,41.53492890995261,3.4954976303317533,2.0,5.04,0.42,3716.0,8763.87,371.0,443.0,201.5349289099526,14.75,3.9154976303317537,5829.35
12791,272,272,0,1,0.1102941176470588,97.0,0.0,192.6,1.9855670103092784,2,96.0,177.60000000000002,15.0,48.5,96.3,8.425,1.0,15.0,1.85,97.0,192.6,98.0,179.60000000000002,192.3,16.0,10.275,0.0
16218,13,272,258,6,0.6617647058823529,292.0,51.6,439.2466666666666,1.504269406392694,72,100.0,116.0,8.15,24.333333333333332,36.60388888888889,1.6905555555555556,4.0,10.2,0.55,1752.0,2635.48,172.0,188.0,136.6038888888889,12.15,2.240555555555556,449.2
14045,8,272,264,4,0.4411764705882353,133.75,88.0,414.9375,3.102336448598131,6,147.0,408.0,8.5,89.16666666666667,276.625,4.233333333333333,36.0,132.0,1.65,535.0,1659.75,153.0,414.0,423.625,44.5,5.883333333333333,0.0
14307,33,272,238,4,0.4411764705882353,427.75,79.33333333333333,576.9725000000001,1.3488544710695505,144,96.0,50.849999999999994,16.95,11.881944444444445,16.027013888888888,2.3873611111111113,1.0,5.04,0.21,1711.0,2307.89,240.0,194.85,112.02701388888887,17.95,2.5973611111111112,687.83
17908,272,272,0,1,0.1102941176470588,169.0,0.0,232.02999999999997,1.3729585798816566,54,28.0,19.049999999999997,7.95,3.1296296296296298,4.2968518518518515,2.6622222222222223,1.0,0.42,0.12,169.0,232.03,82.0,73.05,32.296851851851855,8.95,2.7822222222222224,0.0
17920,4,272,268,9,0.9926470588235294,170.11111111111111,33.5,258.75555555555553,1.5210973220117567,305,288.0,76.5,16.95,5.019672131147541,7.635409836065574,2.331049180327869,1.0,0.29,0.21,1531.0,2328.8,593.0,381.5,295.63540983606555,17.95,2.5410491803278688,1299.63
12838,272,272,0,1,0.1102941176470588,228.0,0.0,390.79,1.7139912280701752,59,12.0,35.400000000000006,8.5,3.864406779661017,6.623559322033898,1.9733898305084747,1.0,0.84,0.29,228.0,390.79,71.0,94.4,18.6235593220339,9.5,2.2633898305084745,281.16
13255,272,272,0,1,0.1102941176470588,110.0,0.0,225.7,2.0518181818181818,6,72.0,90.0,9.95,18.333333333333332,37.61666666666667,4.55,4.0,15.0,1.25,110.0,225.7,78.0,96.0,109.61666666666667,13.95,5.8,0.0
16583,272,272,0,1,0.1102941176470588,111.0,0.0,233.45,2.103153153153153,14,12.0,20.4,4.95,7.928571428571429,16.675,2.564285714285714,3.0,14.85,1.25,111.0,233.45,26.0,34.4,28.675,7.95,3.814285714285714,0.0
18085,229,272,43,2,0.2205882352941176,132.5,43.0,344.975,2.6035849056603775,29,16.0,79.2,5.95,9.137931034482758,23.79137931034483,2.8448275862068964,3.0,7.800000000000001,0.65,265.0,689.95,45.0,108.2,39.79137931034483,8.95,3.4948275862068963,0.0
13758,100,272,172,5,0.5514705882352942,298.6,43.0,470.3039999999999,1.5750301406563962,95,288.0,90.0,16.95,15.715789473684213,24.75284210526316,3.349052631578947,1.0,0.42,0.21,1493.0,2351.52,383.0,185.0,312.75284210526314,17.95,3.559052631578947,839.03
13694,6,272,266,38,4.1911764705882355,1100.157894736842,7.1891891891891895,1168.0326315789473,1.061695450413816,437,504.0,622.5,10.95,95.66590389016018,101.56805491990846,1.4765217391304348,4.0,2.32,0.04,41806.0,44385.24,941.0,1059.5,605.5680549199085,14.95,1.5165217391304349,15996.82
15983,259,272,13,3,0.3308823529411764,231.33333333333337,6.5,379.45666666666665,1.6403025936599422,80,48.0,91.8,9.95,8.675,14.229625,2.119625,1.0,0.85,0.42,694.0,1138.37,128.0,171.8,62.229625,10.95,2.539625,326.75
14849,18,272,253,15,1.6544117647058825,241.6,18.071428571428573,335.01666666666665,1.3866583885209711,259,144.0,175.2,12.75,13.992277992277993,19.402509652509657,2.581814671814672,2.0,5.04,0.29,3624.0,5025.25,403.0,434.2,163.40250965250965,14.75,2.871814671814672,2905.29
17968,272,272,0,1,0.1102941176470588,151.0,0.0,265.09999999999997,1.7556291390728476,81,8.0,13.52,7.95,1.8641975308641976,3.27283950617284,1.9256790123456788,1.0,0.29,0.29,151.0,265.1,89.0,94.52,11.27283950617284,8.95,2.215679012345679,0.0
16210,15,272,257,10,1.1029411764705883,426.1,28.555555555555557,1090.4079999999997,2.55904247829148,70,480.0,1627.2,12.75,60.871428571428574,155.77257142857144,2.9530000000000003,1.0,6.72,0.42,4261.0,10904.08,550.0,1697.2,635.7725714285714,13.75,3.373,5794.360000000001
17897,71,272,200,3,0.3308823529411764,74.0,100.0,180.60333333333335,2.440585585585586,108,12.0,79.9,39.95,2.0555555555555554,5.01675925925926,3.085833333333333,1.0,0.42,0.29,222.0,541.8100000000001,120.0,187.9,17.01675925925926,40.95,3.375833333333333,0.0
17377,25,272,247,9,0.9926470588235294,120.22222222222224,30.875,226.70444444444445,1.885711645101664,161,25.0,153.0,9.95,6.720496894409938,12.672919254658384,2.4858385093167703,1.0,0.55,0.29,1082.0,2040.34,186.0,314.0,37.67291925465838,10.95,2.7758385093167703,2017.98
16552,141,272,130,2,0.2205882352941176,109.5,130.0,189.86500000000004,1.7339269406392697,17,48.0,91.8,12.75,12.882352941176473,22.337058823529414,4.11,2.0,10.2,0.29,219.0,379.73,65.0,108.8,70.33705882352942,14.75,4.4,0.0
17181,272,272,0,1,0.1102941176470588,216.0,0.0,155.52,0.7200000000000001,2,144.0,79.2,1.06,108.0,77.76,0.805,72.0,76.32000000000001,0.55,216.0,155.52,146.0,81.2,221.76,73.06,1.355,84.39999999999999
17951,257,272,15,2,0.2205882352941176,110.0,15.0,204.75000000000003,1.8613636363636368,9,48.0,75.60000000000001,12.75,24.444444444444443,45.50000000000001,3.1466666666666665,4.0,12.6,0.42,220.0,409.50000000000006,57.0,84.60000000000001,93.5,16.75,3.5666666666666664,599.0400000000001
14729,272,272,0,1,0.1102941176470588,197.0,0.0,313.48999999999995,1.5913197969543145,71,16.0,19.799999999999997,12.75,2.7746478873239435,4.415352112676056,2.159154929577465,1.0,0.65,0.29,197.0,313.49,87.0,90.8,20.415352112676057,13.75,2.449154929577465,0.0
12748,0,272,271,126,13.897058823529411,67.61904761904762,2.168,102.690873015873,1.5186678403755869,1914,144.0,165.0,29.95,4.45141065830721,6.7602142110762795,2.617648902821317,1.0,0.19,0.12,8520.0,12939.05,2058.0,2079.0,150.7602142110763,30.95,2.737648902821317,17749.44
15012,272,272,0,1,0.1102941176470588,84.0,0.0,188.55999999999997,2.2447619047619045,52,12.0,12.75,12.75,1.6153846153846154,3.626153846153846,2.7632692307692306,1.0,0.42,0.42,84.0,188.56,64.0,64.75,15.626153846153846,13.75,3.1832692307692305,216.48
12868,84,272,187,6,0.6617647058823529,154.66666666666666,37.4,267.84333333333336,1.7317456896551726,107,24.0,31.6,12.75,8.672897196261681,15.0192523364486,2.611682242990654,1.0,3.12,0.29,928.0,1607.0600000000002,131.0,138.6,39.0192523364486,13.75,2.901682242990654,0.0
17572,137,272,134,2,0.2205882352941176,28.0,134.0,76.10000000000001,2.717857142857143,8,18.0,26.1,9.95,7.0,19.025,3.6375,2.0,17.700000000000003,1.45,56.0,152.20000000000002,26.0,34.1,37.025000000000006,11.95,5.0875,74.55000000000001
14078,0,272,271,6,0.6617647058823529,51.666666666666664,54.2,174.895,3.3850645161290327,65,25.0,158.75,12.75,4.769230769230769,16.144153846153845,2.6804615384615382,1.0,0.83,0.39,310.0,1049.37,90.0,223.75,41.14415384615384,13.75,3.0704615384615384,0.0
14001,131,272,140,2,0.2205882352941176,316.0,140.0,654.5699999999999,2.071424050632911,24,100.0,179.0,9.95,26.333333333333332,54.54750000000001,3.4170833333333337,2.0,15.0,0.65,632.0,1309.14,124.0,203.0,154.5475,11.95,4.067083333333334,733.94
12662,6,272,266,7,0.7720588235294118,200.0,44.333333333333336,379.0942857142857,1.8954714285714285,157,25.0,41.6,18.0,8.9171974522293,16.90229299363057,3.070127388535032,1.0,6.8,0.29,1400.0,2653.66,182.0,198.6,41.90229299363057,19.0,3.360127388535032,971.17
15525,272,272,0,1,0.1102941176470588,113.0,0.0,274.93,2.433008849557522,48,12.0,29.85,14.95,2.3541666666666665,5.727708333333333,3.2762499999999997,1.0,0.29,0.29,113.0,274.93,60.0,77.85,17.727708333333332,15.95,3.5662499999999997,193.76
14237,272,272,0,1,0.1102941176470588,38.0,0.0,161.00000000000003,4.236842105263158,9,12.0,33.9,16.95,4.222222222222222,17.88888888888889,7.122222222222222,1.0,10.2,0.85,38.0,161.0,21.0,42.9,29.88888888888889,17.95,7.972222222222221,0.0
17905,55,272,216,3,0.3308823529411764,93.66666666666669,108.0,205.91333333333333,2.1983629893238437,32,70.0,178.5,19.95,8.78125,19.304375,3.9465625,1.0,1.25,0.29,281.0,617.74,102.0,210.5,89.304375,20.95,4.2365625,181.25
15485,235,272,37,2,0.2205882352941176,289.0,37.0,634.0649999999999,2.1939965397923875,42,80.0,204.0,9.95,13.761904761904765,30.19357142857143,3.644047619047619,1.0,1.25,0.42,578.0,1268.13,122.0,246.0,110.19357142857145,10.95,4.06404761904762,1296.37
12433,265,272,7,2,0.2205882352941176,1791.0,7.0,1893.56,1.0572640982691233,147,96.0,101.76,8.5,24.367346938775512,25.762721088435377,1.6246938775510205,2.0,5.04,0.29,3582.0,3787.12,243.0,248.76,121.76272108843536,10.5,1.9146938775510205,4106.77
16955,83,272,188,4,0.4411764705882353,66.5,62.666666666666664,129.66750000000002,1.949887218045113,25,48.0,50.849999999999994,16.95,10.64,20.746799999999997,4.1983999999999995,1.0,10.4,0.85,266.0,518.67,73.0,75.85,68.7468,17.95,5.048399999999999,0.0
15350,272,272,0,1,0.1102941176470588,51.0,0.0,115.65,2.2676470588235293,5,12.0,25.200000000000003,4.95,10.2,23.130000000000003,2.6700000000000004,3.0,14.85,2.1,51.0,115.65,17.0,30.200000000000003,35.13,7.95,4.7700000000000005,0.0
15605,151,272,121,3,0.3308823529411764,88.66666666666667,60.5,230.06000000000003,2.5946616541353387,39,24.0,50.400000000000006,12.75,6.82051282051282,17.696923076923078,4.688974358974359,1.0,10.08,0.42,266.0,690.1800000000001,63.0,89.4,41.69692307692308,13.75,5.108974358974359,508.05
18144,8,272,263,9,0.9926470588235294,118.22222222222224,32.875,240.61666666666667,2.035291353383459,33,160.0,232.0,9.95,32.24242424242424,65.62272727272727,4.461515151515151,1.0,7.5,1.25,1064.0,2165.55,193.0,265.0,225.62272727272727,10.95,5.711515151515151,491.2000000000001
15922,272,272,0,1,0.1102941176470588,138.0,0.0,369.50000000000006,2.6775362318840585,11,36.0,75.60000000000001,12.75,12.545454545454543,33.59090909090909,4.409090909090909,2.0,13.2,1.25,138.0,369.5,47.0,86.60000000000001,69.5909090909091,14.75,5.659090909090909,0.0
14594,272,272,0,1,0.1102941176470588,146.0,0.0,254.99999999999997,1.7465753424657533,31,12.0,17.0,8.5,4.709677419354839,8.225806451612904,3.008709677419355,1.0,2.95,0.42,146.0,255.0,43.0,48.0,20.225806451612904,9.5,3.428709677419355,0.0
15165,272,272,0,1,0.1102941176470588,160.0,0.0,487.75,3.0484375,27,18.0,26.1,18.95,5.925925925925926,18.064814814814813,4.987037037037037,1.0,10.5,1.45,160.0,487.75,45.0,53.1,36.06481481481481,19.95,6.437037037037038,0.0
14911,4,272,268,104,11.470588235294118,379.0576923076923,2.6019417475728157,682.7564423076924,1.8011940033483844,2750,288.0,509.99999999999994,50.0,14.335272727272727,25.820607272727273,4.1711563636363636,1.0,1.45,0.04,39422.0,71006.67,3038.0,3260.0,313.8206072727273,51.0,4.211156363636364,61230.71
16456,2,272,269,4,0.4411764705882353,231.75,89.66666666666667,425.145,1.8344983818770224,98,50.0,104.0,8.95,9.459183673469388,17.352857142857143,2.153979591836735,1.0,0.19,0.19,927.0,1700.58,148.0,202.0,67.35285714285715,9.95,2.3439795918367348,457.6
17346,2,272,270,8,0.8823529411764706,115.375,38.57142857142857,153.59750000000005,1.3312892741061757,250,36.0,41.6,16.95,3.692,4.91512,2.03356,1.0,0.12,0.12,923.0,1228.78,286.0,291.6,40.91512,17.95,2.15356,1257.01
17643,272,272,0,1,0.1102941176470588,71.0,0.0,101.55,1.430281690140845,8,24.0,15.9,10.95,8.875,12.69375,4.01875,1.0,10.2,0.65,71.0,101.55,32.0,23.9,36.69375,11.95,4.66875,0.0
17841,2,272,269,78,8.602941176470589,154.07692307692307,3.4935064935064934,284.82564102564106,1.8485937760026627,4165,200.0,349.5,39.95,2.8854741896758704,5.334069627851141,2.570979591836734,1.0,0.29,0.04,12018.0,22216.4,4365.0,4514.5,205.3340696278511,40.95,2.6109795918367347,15772.55
17873,83,272,188,4,0.4411764705882353,228.5,62.666666666666664,361.8850000000001,1.5837417943107224,35,48.0,106.2,6.75,26.11428571428571,41.358285714285714,1.7205714285714286,1.0,1.95,0.42,914.0,1447.54,83.0,141.2,89.35828571428571,7.75,2.140571428571429,272.04
13093,174,272,97,8,0.8823529411764706,495.125,13.857142857142858,979.05875,1.977397121938904,159,108.0,272.0,14.95,24.91194968553459,49.260817610062894,3.273647798742138,3.0,5.04,0.21,3961.0,7832.47,267.0,431.0,157.2608176100629,17.95,3.483647798742138,0.0
12921,29,272,242,22,2.4264705882352944,247.3181818181818,11.523809523809524,405.6613636363636,1.6402407645653372,424,96.0,133.65,12.75,12.83254716981132,21.048466981132073,2.2033962264150944,1.0,6.8,0.42,5441.0,8924.55,520.0,557.65,117.04846698113208,13.75,2.6233962264150943,5886.32
13468,6,272,265,27,2.9779411764705883,66.85185185185185,10.192307692307692,157.61222222222224,2.357634349030471,227,48.0,106.2,16.95,7.951541850220265,18.7468281938326,4.035462555066079,1.0,3.1,0.3,1805.0,4255.53,275.0,333.2,66.7468281938326,17.95,4.335462555066079,1168.5
17760,272,272,0,1,0.1102941176470588,165.0,0.0,172.54,1.0456969696969696,9,72.0,30.6,8.5,18.333333333333332,19.17111111111111,2.6244444444444444,1.0,8.4,0.42,165.0,172.54,81.0,39.6,91.17111111111112,9.5,3.0444444444444443,115.05
16928,0,272,272,14,1.5441176470588236,114.92857142857144,20.923076923076923,155.0964285714286,1.3495027967681792,166,60.0,75.0,15.95,9.69277108433735,13.080421686746988,1.9983734939759037,1.0,0.84,0.38,1609.0,2171.35,226.0,241.0,73.08042168674699,16.95,2.3783734939759036,643.35
16048,272,272,0,2,0.2205882352941176,72.0,0.0,128.22000000000003,1.7808333333333335,8,24.0,50.400000000000006,2.1,18.0,32.055,1.62125,12.0,5.04,0.42,144.0,256.44,32.0,58.400000000000006,56.055,14.1,2.04125,0.0
16274,272,272,0,1,0.1102941176470588,153.0,0.0,351.75,2.299019607843137,65,12.0,29.95,29.95,2.353846153846154,5.411538461538462,4.313846153846153,1.0,0.85,0.29,153.0,351.75,77.0,94.95,17.411538461538463,30.95,4.6038461538461535,0.0
14496,210,272,61,2,0.2205882352941176,79.5,61.0,269.40500000000003,3.38874213836478,19,36.0,122.04,14.95,8.368421052631579,28.35842105263158,5.65421052631579,1.0,9.95,0.85,159.0,538.8100000000001,55.0,141.04000000000002,64.35842105263158,15.95,6.50421052631579,0.0
14696,18,272,253,5,0.5514705882352942,217.2,63.25,291.70799999999997,1.343038674033149,90,48.0,51.0,9.95,12.066666666666666,16.206,2.556111111111111,1.0,1.9,0.19,1086.0,1458.54,138.0,141.0,64.206,10.95,2.7461111111111114,319.87
16539,118,272,153,3,0.3308823529411764,140.33333333333334,76.5,351.2033333333334,2.502636579572447,38,24.0,67.5,7.95,11.078947368421051,27.72657894736842,3.6007894736842108,2.0,9.9,0.83,421.0,1053.61,62.0,105.5,51.726578947368424,9.95,4.430789473684211,0.0
17025,272,272,0,2,0.2205882352941176,69.5,0.0,80.485,1.1580575539568343,5,72.0,76.32000000000001,5.95,27.8,32.194,1.972,3.0,10.4,0.65,139.0,160.97,77.0,81.32000000000001,104.194,8.95,2.622,196.8
13777,28,272,243,24,2.6470588235294117,248.29166666666663,10.565217391304348,515.0100000000001,2.0742137942607823,119,384.0,1139.04,12.75,50.07563025210085,103.86756302521007,2.3303361344537814,1.0,1.44,0.72,5959.0,12360.24,503.0,1258.04,487.8675630252101,13.75,3.050336134453781,11100.17
17690,0,272,271,11,1.2132352941176472,113.27272727272728,27.1,272.3209090909091,2.4041171749598713,182,50.0,71.4,16.95,6.846153846153846,16.458956043956046,4.4908241758241765,1.0,1.65,0.42,1246.0,2995.53,232.0,253.4,66.45895604395605,17.95,4.910824175824176,1231.27
12947,42,272,229,6,0.6617647058823529,193.83333333333337,45.8,245.66500000000005,1.267403267411866,96,48.0,59.400000000000006,16.95,12.114583333333334,15.3540625,2.627291666666667,1.0,3.3600000000000003,0.14,1163.0,1473.99,144.0,155.4,63.3540625,17.95,2.767291666666667,0.0
17460,124,272,147,5,0.5514705882352942,35.4,36.75,92.516,2.6134463276836155,22,25.0,50.400000000000006,9.95,8.045454545454545,21.026363636363637,4.298181818181818,2.0,10.2,0.42,177.0,462.58,47.0,72.4,46.02636363636364,11.95,4.718181818181818,159.85000000000002
18229,9,272,262,13,1.4338235294117647,116.76923076923076,21.833333333333332,374.1584615384615,3.204255599472991,103,100.0,272.0,14.95,14.737864077669904,47.22388349514563,4.799223300970874,2.0,8.5,0.83,1518.0,4864.0599999999995,203.0,375.0,147.22388349514563,16.95,5.629223300970874,2412.84
14142,272,272,0,1,0.1102941176470588,313.0,0.0,311.81,0.9961980830670928,22,36.0,25.200000000000003,8.5,14.227272727272728,14.17318181818182,1.7704545454545455,2.0,5.04,0.21,313.0,311.81,58.0,47.2,50.17318181818182,10.5,1.9804545454545457,0.0
17069,54,272,217,5,0.5514705882352942,142.4,54.25,299.158,2.1008286516853936,79,25.0,63.75,16.95,9.0126582278481,18.934050632911394,3.400632911392405,1.0,0.85,0.39,712.0,1495.79,104.0,142.75,43.934050632911394,17.95,3.790632911392405,1213.91
13065,272,272,0,1,0.1102941176470588,74.0,0.0,205.86,2.781891891891892,14,12.0,23.4,12.75,5.285714285714286,14.704285714285716,5.222142857142857,1.0,5.04,0.42,74.0,205.86,26.0,37.4,26.704285714285717,13.75,5.642142857142857,0.0
14606,2,272,269,69,7.610294117647059,68.57971014492753,3.9558823529411766,133.26159420289855,1.9431635672020289,1942,96.0,139.29999999999998,39.95,2.436663233779609,4.734835221421215,2.900185375901133,1.0,0.19,0.12,4732.0,9195.05,2038.0,2081.3,100.73483522142122,40.95,3.020185375901133,2311.17
16835,27,272,244,2,0.2205882352941176,30.5,244.0,90.425,2.964754098360656,10,10.0,22.5,7.95,6.1,18.085,4.297,2.0,12.6,2.08,61.0,180.85,20.0,32.5,28.085,9.95,6.377,0.0
15235,116,272,155,12,1.3235294117647058,110.33333333333331,14.090909090909092,187.2925,1.6975151057401814,143,25.0,35.400000000000006,16.95,9.258741258741258,15.716853146853149,2.99055944055944,1.0,5.04,0.29,1324.0,2247.51,168.0,178.4,40.71685314685315,17.95,3.2805594405594403,0.0
13576,12,272,259,12,1.3235294117647058,143.16666666666666,23.545454545454547,376.4341666666667,2.629342258440047,65,96.0,244.08,9.95,26.43076923076923,69.49553846153846,2.7246153846153844,1.0,1.25,0.39,1718.0,4517.21,161.0,309.08000000000004,165.49553846153844,10.95,3.114615384615385,2200.13
18011,272,272,0,1,0.1102941176470588,71.0,0.0,102.79,1.4477464788732393,28,14.0,12.75,9.95,2.5357142857142856,3.671071428571428,2.3610714285714285,1.0,0.85,0.19,71.0,102.79,42.0,40.75,17.671071428571427,10.95,2.5510714285714284,0.0
13090,35,271,236,9,0.996309963099631,125.88888888888889,29.5,545.7799999999999,4.335410414827889,76,96.0,612.0,16.95,14.907894736842104,64.63184210526316,5.331842105263157,1.0,7.800000000000001,0.42,1133.0,4912.02,172.0,688.0,160.63184210526316,17.95,5.751842105263157,3643.42
15694,75,271,196,9,0.996309963099631,82.11111111111111,24.5,367.3088888888889,4.4733152909336935,40,72.0,350.4,15.0,18.475,82.6445,5.31025,1.0,13.5,0.85,739.0,3305.7799999999997,112.0,390.4,154.6445,16.0,6.16025,2301.94
