CustomerID,days_since_last_purchase,customer_age_days,active_days,total_orders,purchase_frequency,avg_items_per_order,avg_days_between_orders,avg_order_value,avg_item_value,CLV_Target
13408,5,272,267,40,4.411764705882353,256.75,6.846153846153846,435.20199999999994,1.695041869522882,9300.34
13767,7,272,264,28,3.088235294117647,140.46428571428572,9.777777777777779,345.5846428571428,2.4603025680142383,6658.01
17924,200,272,72,2,0.22058823529411764,54.0,72.0,251.1,4.6499999999999995,2460.3
13448,117,272,155,4,0.4411764705882353,180.0,51.666666666666664,355.815,1.97675,2111.4300000000003
15862,11,272,261,3,0.33088235294117646,166.33333333333334,130.5,219.91000000000005,1.322104208416834,0.0
15513,5,272,267,15,1.6544117647058825,247.73333333333332,19.071428571428573,584.2579999999999,2.3584149623250803,5829.35
12791,272,272,0,1,0.11029411764705882,97.0,0.0,192.60000000000002,1.9855670103092786,0.0
16218,13,272,258,6,0.6617647058823529,292.0,51.6,439.24666666666667,1.504269406392694,449.2
14045,8,272,264,4,0.4411764705882353,133.75,88.0,414.9375,3.102336448598131,0.0
14307,33,272,238,4,0.4411764705882353,427.75,79.33333333333333,576.9725000000001,1.3488544710695503,687.83
17908,272,272,0,1,0.11029411764705882,169.0,0.0,232.02999999999997,1.3729585798816566,0.0
17920,4,272,268,9,0.9926470588235294,170.11111111111111,33.5,258.75555555555553,1.5210973220117567,1299.63
12838,272,272,0,1,0.11029411764705882,228.0,0.0,390.78999999999996,1.7139912280701752,281.16
13255,272,272,0,1,0.11029411764705882,110.0,0.0,225.7,2.0518181818181818,0.0
16583,272,272,0,1,0.11029411764705882,111.0,0.0,233.45000000000002,2.103153153153153,0.0
18085,229,272,43,2,0.22058823529411764,132.5,43.0,344.975,2.6035849056603775,0.0
13758,100,272,172,5,0.5514705882352942,298.6,43.0,470.3039999999999,1.5750301406563962,839.03
13694,6,272,266,38,4.1911764705882355,1100.157894736842,7.1891891891891895,1168.0326315789473,1.061695450413816,15996.82
15983,259,272,13,3,0.33088235294117646,231.33333333333334,6.5,379.45666666666665,1.6403025936599422,326.75
14849,18,272,253,15,1.6544117647058825,241.6,18.071428571428573,335.01666666666665,1.3866583885209713,2905.29
17968,272,272,0,1,0.11029411764705882,151.0,0.0,265.09999999999997,1.7556291390728476,0.0
16210,15,272,257,10,1.1029411764705883,426.1,28.555555555555557,1090.4079999999997,2.55904247829148,5794.360000000001
17897,71,272,200,3,0.33088235294117646,74.0,100.0,180.60333333333335,2.440585585585586,0.0
17377,25,272,247,9,0.9926470588235294,120.22222222222223,30.875,226.70444444444445,1.8857116451016638,2017.98
16552,141,272,130,2,0.22058823529411764,109.5,130.0,189.86500000000004,1.7339269406392697,0.0
17181,272,272,0,1,0.11029411764705882,216.0,0.0,155.52,0.7200000000000001,84.39999999999999
17951,257,272,15,2,0.22058823529411764,110.0,15.0,204.75000000000003,1.8613636363636366,599.0400000000001
14729,272,272,0,1,0.11029411764705882,197.0,0.0,313.48999999999995,1.5913197969543145,0.0
12748,0,272,271,126,13.897058823529411,67.61904761904762,2.168,102.69087301587301,1.5186678403755867,17749.44
15012,272,272,0,1,0.11029411764705882,84.0,0.0,188.55999999999997,2.2447619047619045,216.48
12868,84,272,187,6,0.6617647058823529,154.66666666666666,37.4,267.84333333333336,1.7317456896551726,0.0
17572,137,272,134,2,0.22058823529411764,28.0,134.0,76.10000000000001,2.717857142857143,74.55000000000001
14078,0,272,271,6,0.6617647058823529,51.666666666666664,54.2,174.895,3.3850645161290327,0.0
14001,131,272,140,2,0.22058823529411764,316.0,140.0,654.5699999999999,2.071424050632911,733.94
12662,6,272,266,7,0.7720588235294118,200.0,44.333333333333336,379.0942857142857,1.8954714285714285,971.17
15525,272,272,0,1,0.11029411764705882,113.0,0.0,274.93,2.433008849557522,193.76
14237,272,272,0,1,0.11029411764705882,38.0,0.0,161.00000000000003,4.236842105263158,0.0
17905,55,272,216,3,0.33088235294117646,93.66666666666667,108.0,205.91333333333333,2.1983629893238437,181.25
15485,235,272,37,2,0.22058823529411764,289.0,37.0,634.0649999999999,2.1939965397923875,1296.37
12433,265,272,7,2,0.22058823529411764,1791.0,7.0,1893.56,1.0572640982691233,4106.77
16955,83,272,188,4,0.4411764705882353,66.5,62.666666666666664,129.66750000000002,1.949887218045113,0.0
15350,272,272,0,1,0.11029411764705882,51.0,0.0,115.65,2.2676470588235293,0.0
15605,151,272,121,3,0.33088235294117646,88.66666666666667,60.5,230.06000000000003,2.5946616541353387,508.05
18144,8,272,263,9,0.9926470588235294,118.22222222222223,32.875,240.61666666666667,2.035291353383459,491.2000000000001
15922,272,272,0,1,0.11029411764705882,138.0,0.0,369.50000000000006,2.6775362318840585,0.0
14594,272,272,0,1,0.11029411764705882,146.0,0.0,254.99999999999997,1.7465753424657533,0.0
15165,272,272,0,1,0.11029411764705882,160.0,0.0,487.75,3.0484375,0.0
14911,4,272,268,104,11.470588235294118,379.0576923076923,2.6019417475728157,682.7564423076924,1.8011940033483844,61230.71
16456,2,272,269,4,0.4411764705882353,231.75,89.66666666666667,425.145,1.8344983818770226,457.6
17346,2,272,270,8,0.8823529411764706,115.375,38.57142857142857,153.59750000000003,1.3312892741061757,1257.01
17643,272,272,0,1,0.11029411764705882,71.0,0.0,101.55,1.430281690140845,0.0
17841,2,272,269,78,8.602941176470589,154.07692307692307,3.4935064935064934,284.82564102564106,1.8485937760026627,15772.55
17873,83,272,188,4,0.4411764705882353,228.5,62.666666666666664,361.88500000000005,1.5837417943107224,272.04
13093,174,272,97,8,0.8823529411764706,495.125,13.857142857142858,979.0587499999999,1.9773971219389042,0.0
12921,29,272,242,22,2.4264705882352944,247.3181818181818,11.523809523809524,405.6613636363636,1.6402407645653372,5886.32
13468,6,272,265,27,2.9779411764705883,66.85185185185185,10.192307692307692,157.61222222222224,2.357634349030471,1168.5
17760,272,272,0,1,0.11029411764705882,165.0,0.0,172.54,1.0456969696969696,115.05
16928,0,272,272,14,1.5441176470588236,114.92857142857143,20.923076923076923,155.0964285714286,1.3495027967681792,643.35
16048,272,272,0,2,0.22058823529411764,72.0,0.0,128.22000000000003,1.7808333333333337,0.0
16274,272,272,0,1,0.11029411764705882,153.0,0.0,351.75,2.299019607843137,0.0
14496,210,272,61,2,0.22058823529411764,79.5,61.0,269.40500000000003,3.38874213836478,0.0
14696,18,272,253,5,0.5514705882352942,217.2,63.25,291.70799999999997,1.343038674033149,319.87
16539,118,272,153,3,0.33088235294117646,140.33333333333334,76.5,351.2033333333334,2.502636579572447,0.0
17025,272,272,0,2,0.22058823529411764,69.5,0.0,80.485,1.1580575539568345,196.8
13777,28,272,243,24,2.6470588235294117,248.29166666666666,10.565217391304348,515.0100000000001,2.0742137942607823,11100.17
17690,0,272,271,11,1.2132352941176472,113.27272727272727,27.1,272.3209090909091,2.4041171749598713,1231.27
12947,42,272,229,6,0.6617647058823529,193.83333333333334,45.8,245.66500000000005,1.267403267411866,0.0
17460,124,272,147,5,0.5514705882352942,35.4,36.75,92.51599999999999,2.6134463276836155,159.85000000000002
18229,9,272,262,13,1.4338235294117647,116.76923076923077,21.833333333333332,374.15846153846155,3.204255599472991,2412.84
14142,272,272,0,1,0.11029411764705882,313.0,0.0,311.81,0.9961980830670927,0.0
17069,54,272,217,5,0.5514705882352942,142.4,54.25,299.158,2.1008286516853936,1213.91
13065,272,272,0,1,0.11029411764705882,74.0,0.0,205.85999999999999,2.781891891891892,0.0
14606,2,272,269,69,7.610294117647059,68.57971014492753,3.9558823529411766,133.26159420289855,1.9431635672020287,2311.17
16835,27,272,244,2,0.22058823529411764,30.5,244.0,90.42500000000001,2.964754098360656,0.0
15235,116,272,155,12,1.3235294117647058,110.33333333333333,14.090909090909092,187.29250000000002,1.6975151057401814,0.0
13576,12,272,259,12,1.3235294117647058,143.16666666666666,23.545454545454547,376.4341666666667,2.629342258440047,2200.13
18011,272,272,0,1,0.11029411764705882,71.0,0.0,102.78999999999999,1.4477464788732393,0.0
13090,35,271,236,9,0.996309963099631,125.88888888888889,29.5,545.7799999999999,4.335410414827889,3643.42
15694,75,271,196,9,0.996309963099631,82.11111111111111,24.5,367.3088888888889,4.4733152909336935,2301.94
14741,12,271,259,4,0.44280442804428044,139.5,86.33333333333333,216.24,1.5501075268817206,535.38
13715,180,271,91,5,0.5535055350553506,112.4,22.75,215.47799999999998,1.9170640569395017,0.0
17732,271,271,0,1,0.11070110701107011,93.0,0.0,303.96999999999997,3.2684946236559136,0.0
12855,271,271,0,1,0.11070110701107011,30.0,0.0,38.1,1.27,0.0
15752,14,271,257,5,0.5535055350553506,263.4,64.25,322.57,1.2246393318147304,1013.75
17855,271,271,0,1,0.11070110701107011,197.0,0.0,208.96999999999997,1.060761421319797,0.0
14047,98,271,173,3,0.33210332103321033,70.0,86.5,211.97333333333336,3.0281904761904763,321.54
17925,271,271,0,1,0.11070110701107011,72.0,0.0,244.08,3.39,0.0
13941,70,271,200,3,0.33210332103321033,460.6666666666667,100.0,943.7533333333334,2.0486685962373374,2281.7000000000003
17017,61,271,210,14,1.5498154981549817,307.92857142857144,16.153846153846153,387.9485714285715,1.2598654604500117,2043.96
14135,4,271,267,10,1.1070110701107012,276.4,29.666666666666668,304.632,1.1021418234442837,1057.09
13108,271,271,0,1,0.11070110701107011,298.0,0.0,350.05999999999995,1.174697986577181,0.0
15601,21,271,249,11,1.2177121771217712,363.90909090909093,24.9,507.7690909090909,1.3953185111166626,1191.1
13418,23,271,248,14,1.5498154981549817,191.57142857142858,19.076923076923077,292.295,1.5257755406413127,1785.3
15658,89,271,182,5,0.5535055350553506,48.4,45.5,204.82,4.2318181818181815,0.0
14388,20,271,251,5,0.5535055350553506,235.8,62.75,367.02200000000005,1.5564970313825277,1377.73
14901,0,271,271,5,0.5535055350553506,81.8,67.75,164.42399999999998,2.0100733496332515,599.17
18041,2,271,269,16,1.7712177121771218,169.75,17.933333333333334,187.38187499999998,1.1038696612665684,1099.26
15955,5,271,266,8,0.8856088560885609,137.875,38.0,307.95625,2.2335902085222124,1952.61
15070,271,271,0,1,0.11070110701107011,36.0,0.0,106.2,2.95,0.0
16244,110,271,160,2,0.22140221402214022,427.5,160.0,761.3750000000001,1.7809941520467838,0.0
15111,271,271,0,1,0.11070110701107011,106.0,0.0,288.5,2.7216981132075473,1278.98
14390,43,271,228,4,0.44280442804428044,184.75,76.0,397.67750000000007,2.152516914749662,3051.86
16546,189,271,81,2,0.22140221402214022,274.5,81.0,393.575,1.4337887067395263,0.0
15260,41,271,230,6,0.6642066420664207,135.33333333333334,46.0,269.27000000000004,1.9896798029556653,0.0
13305,14,271,257,6,0.6642066420664207,116.16666666666667,51.4,180.95833333333334,1.5577474892395984,701.95
14491,74,271,197,2,0.22140221402214022,69.5,197.0,170.465,2.4527338129496403,0.0
14060,7,271,264,14,1.5498154981549817,269.2857142857143,20.307692307692307,293.05571428571426,1.0882705570291777,1740.16
15923,271,271,0,1,0.11070110701107011,122.0,0.0,127.08,1.041639344262295,0.0
16752,271,271,0,1,0.11070110701107011,53.0,0.0,127.55,2.4066037735849055,0.0
17287,42,271,229,5,0.5535055350553506,70.0,57.25,140.48200000000003,2.0068857142857146,346.65
15363,271,271,0,1,0.11070110701107011,144.0,0.0,326.0,2.263888888888889,0.0
12915,47,271,223,2,0.22140221402214022,46.5,223.0,181.825,3.910215053763441,0.0
15544,18,271,252,7,0.7749077490774908,316.0,42.0,396.05285714285714,1.2533318264014466,446.02
15738,8,271,262,12,1.3284132841328413,181.41666666666666,23.818181818181817,296.5341666666667,1.6345475424896647,1254.01
17381,18,271,253,22,2.4354243542435423,547.7727272727273,12.047619047619047,605.304090909091,1.1050277985229442,2498.52
15827,13,271,258,13,1.4391143911439115,57.61538461538461,21.5,122.9353846153846,2.1337249666221627,237.93
14180,5,271,265,21,2.3247232472324724,29.428571428571427,13.25,187.86285714285714,6.383689320388349,638.4
13117,20,271,250,7,0.7749077490774908,100.42857142857143,41.666666666666664,120.25285714285714,1.1973968705547653,143.14
16916,271,271,0,1,0.11070110701107011,102.0,0.0,196.43000000000004,1.9257843137254906,365.98
17964,271,271,0,1,0.11070110701107011,195.0,0.0,261.76,1.3423589743589743,201.45
14466,14,271,256,5,0.5535055350553506,119.4,64.0,316.09000000000003,2.6473199329983252,691.9499999999999
17235,271,271,0,1,0.11070110701107011,126.0,0.0,341.9,2.713492063492063,208.16
16510,271,271,0,1,0.11070110701107011,92.0,0.0,248.10000000000002,2.696739130434783,0.0
17802,79,271,192,2,0.22140221402214022,203.5,192.0,316.2099999999999,1.5538574938574934,652.62
15107,210,271,61,6,0.6642066420664207,28.166666666666668,12.2,53.25,1.8905325443786982,0.0
17976,271,271,0,1,0.11070110701107011,93.0,0.0,321.79,3.4601075268817207,0.0
14449,145,271,125,2,0.22140221402214022,166.5,125.0,199.95499999999998,1.2009309309309308,485.89
16781,271,271,0,1,0.11070110701107011,113.0,0.0,311.25,2.754424778761062,0.0
13491,46,271,224,9,0.996309963099631,90.22222222222223,28.0,120.93888888888887,1.3404556650246304,127.37
16186,2,271,268,9,0.996309963099631,249.11111111111111,33.5,299.6144444444444,1.2027341659232826,1310.41
17685,165,271,105,5,0.5535055350553506,177.6,26.25,302.544,1.7035135135135135,1643.11
17581,8,271,262,16,1.7712177121771218,218.3125,17.466666666666665,383.26812500000005,1.755594045233324,3518.27
15732,111,271,159,2,0.22140221402214022,107.5,159.0,147.05999999999997,1.3679999999999997,0.0
13138,32,271,238,3,0.33210332103321033,81.0,119.0,163.15,2.0141975308641977,472.94
15823,271,271,0,1,0.11070110701107011,1.0,0.0,15.0,15.0,0.0
17567,48,271,223,5,0.5535055350553506,274.6,55.75,467.01000000000005,1.7006919155134743,1578.43
15061,26,271,244,37,4.095940959409594,518.7297297297297,6.777777777777778,988.5135135135135,1.9056426822278956,14063.28
16203,46,271,224,3,0.33210332103321033,52.666666666666664,112.0,126.10000000000001,2.3943037974683543,214.6
15640,20,271,250,11,1.2177121771217712,441.90909090909093,25.0,803.34,1.8178852088047726,2392.89
15574,76,271,194,4,0.44280442804428044,83.0,64.66666666666667,168.91,2.035060240963855,0.0
16770,135,271,135,4,0.44280442804428044,91.25,45.0,162.34500000000008,1.7791232876712337,107.72
17838,191,271,79,3,0.33210332103321033,340.6666666666667,39.5,551.6666666666666,1.6193737769080234,940.8
17228,106,271,164,4,0.44280442804428044,152.75,54.666666666666664,171.89500000000004,1.1253355155482818,1218.51
14829,83,271,187,3,0.33210332103321033,121.33333333333333,93.5,177.21,1.460521978021978,165.92
17412,95,271,175,4,0.44280442804428044,89.5,58.333333333333336,177.45499999999998,1.9827374301675975,361.84
14031,25,271,245,13,1.4391143911439115,276.0,20.416666666666668,740.5407692307692,2.6831187290969902,7152.71
14775,36,271,234,2,0.22140221402214022,401.0,234.0,350.73,0.874638403990025,310.44
12971,6,271,264,61,6.752767527675277,73.24590163934427,4.4,123.84852459016393,1.6908594449418084,3023.25
17659,8,271,262,8,0.8856088560885609,98.875,37.42857142857143,193.81875000000002,1.9602402022756007,1346.43
15299,162,271,108,3,0.33210332103321033,251.0,54.0,477.27,1.9014741035856573,1472.0
15646,56,271,214,3,0.33210332103321033,131.33333333333334,107.0,149.21333333333334,1.1361421319796954,0.0
13402,26,271,244,2,0.22140221402214022,239.5,244.0,310.61499999999995,1.296931106471816,0.0
17757,13,271,257,20,2.2140221402214024,90.05,13.526315789473685,165.4275,1.8370627429205997,1868.29
13011,271,271,0,1,0.11070110701107011,13.0,0.0,50.550000000000004,3.888461538461539,0.0
13798,6,271,264,41,4.538745387453875,430.1951219512195,6.6,684.5424390243902,1.5912371017122122,7250.37
16634,121,271,149,2,0.22140221402214022,41.0,149.0,108.95,2.6573170731707316,0.0
18239,117,271,153,5,0.5535055350553506,159.0,38.25,312.322,1.9642893081761008,0.0
14576,271,271,0,1,0.11070110701107011,12.0,0.0,35.400000000000006,2.9500000000000006,0.0
18168,75,271,196,6,0.6642066420664207,98.66666666666667,39.2,193.34,1.9595270270270269,0.0
14395,76,271,194,6,0.6642066420664207,161.66666666666666,38.8,325.38666666666666,2.012701030927835,968.6
14865,271,271,0,1,0.11070110701107011,96.0,0.0,37.199999999999996,0.38749999999999996,0.0
15093,15,271,255,5,0.5535055350553506,655.8,63.75,805.42,1.2281488258615432,569.9200000000001
12738,271,271,0,1,0.11070110701107011,148.0,0.0,155.35,1.049662162162162,0.0
16150,27,271,243,3,0.33210332103321033,258.0,121.5,469.5666666666666,1.8200258397932814,644.32
17552,271,271,0,2,0.22140221402214022,72.0,0.0,149.26,2.0730555555555554,631.89
14236,271,271,0,1,0.11070110701107011,38.0,0.0,189.3,4.981578947368422,301.56
17961,22,271,248,31,3.4317343173431736,15.096774193548388,8.266666666666667,34.019999999999996,2.253461538461538,116.82
14573,78,271,192,9,0.996309963099631,59.333333333333336,24.0,182.20222222222225,3.0708239700374533,0.0
17135,188,270,82,2,0.2222222222222222,210.0,82.0,250.27500000000003,1.1917857142857144,469.18
17396,47,270,223,6,0.6666666666666666,184.16666666666666,44.6,800.3000000000001,4.345520361990951,2529.0
12967,257,270,13,2,0.2222222222222222,219.0,13.0,830.4499999999999,3.792009132420091,0.0
12686,270,270,0,1,0.1111111111111111,107.0,0.0,89.14,0.8330841121495327,0.0
13370,270,270,0,1,0.1111111111111111,343.0,0.0,754.8700000000001,2.2007871720116623,0.0
16883,86,270,184,2,0.2222222222222222,51.5,184.0,136.24,2.645436893203884,0.0
13520,36,270,234,5,0.5555555555555556,262.4,58.5,589.596,2.246935975609756,676.37
12841,5,270,265,17,1.8888888888888888,106.17647058823529,16.5625,166.46529411764706,1.5678171745152354,1010.66
16905,135,270,135,3,0.3333333333333333,86.66666666666667,67.5,274.06,3.162230769230769,1880.72
12427,270,270,0,1,0.1111111111111111,79.0,0.0,303.5,3.8417721518987342,522.3
17967,270,270,0,1,0.1111111111111111,73.0,0.0,112.26999999999998,1.5379452054794518,0.0
16891,40,270,230,2,0.2222222222222222,73.0,230.0,196.785,2.6956849315068494,245.41
14589,270,270,0,1,0.1111111111111111,5.0,0.0,39.75,7.95,0.0
14156,13,270,257,35,3.888888888888889,1118.3428571428572,7.5588235294117645,2421.3414285714284,2.1651154769812475,31068.82
14680,20,270,249,13,1.4444444444444444,888.3076923076923,20.75,1861.2615384615385,2.095289227571874,4557.71
17884,210,270,59,3,0.3333333333333333,180.66666666666666,29.5,196.84666666666666,1.0895571955719556,0.0
12557,57,270,213,4,0.4444444444444444,866.0,71.0,2250.24,2.5984295612009234,2990.0
14083,25,270,245,7,0.7777777777777778,53.42857142857143,40.833333333333336,76.19857142857144,1.4261764705882356,0.0
13013,6,270,263,8,0.8888888888888888,209.0,37.57142857142857,422.84875,2.02319976076555,1133.05
14210,4,270,265,6,0.6666666666666666,126.66666666666667,53.0,317.64000000000004,2.507684210526316,0.0
16477,30,270,239,6,0.6666666666666666,183.16666666666666,47.8,333.21000000000004,1.8191628753412195,495.2
12600,11,270,258,8,0.8888888888888888,68.0,36.857142857142854,242.07000000000002,3.5598529411764708,662.48
16013,8,270,262,32,3.5555555555555554,203.1875,8.451612903225806,564.138125,2.7764410950476774,11171.14
17949,33,270,237,21,2.3333333333333335,286.3333333333333,11.85,1066.4428571428568,3.724480292699151,6163.92
12779,88,270,181,7,0.7777777777777778,197.85714285714286,30.166666666666668,428.4871428571428,2.165638989169675,981.95
16926,270,270,0,1,0.1111111111111111,35.0,0.0,230.25,6.578571428571428,0.0
17787,51,270,218,4,0.4444444444444444,224.0,72.66666666666667,454.385,2.028504464285714,0.0
12682,5,270,264,19,2.111111111111111,179.42105263157896,14.666666666666666,419.4273684210527,2.337670871223233,2916.31
14723,257,270,13,3,0.3333333333333333,66.33333333333333,6.5,151.88333333333333,2.2896984924623114,666.71
17954,22,270,247,10,1.1111111111111112,183.1,27.444444444444443,188.52100000000002,1.0296067722555982,149.55
17819,81,270,188,6,0.6666666666666666,165.16666666666666,37.6,578.0783333333333,3.499969727547931,236.4
12712,5,270,264,11,1.2222222222222223,85.72727272727273,26.4,355.73454545454547,4.149607635206787,483.05
15373,14,270,255,9,1.0,39.333333333333336,31.875,187.43333333333334,4.7652542372881355,383.48
16140,270,270,0,1,0.1111111111111111,104.0,0.0,124.14,1.1936538461538462,601.04
17198,264,270,5,2,0.2222222222222222,121.0,5.0,260.83000000000004,2.1556198347107443,170.56
17238,35,270,235,11,1.2222222222222223,81.63636363636364,23.5,176.68818181818185,2.164331848552339,1140.91
12793,233,270,36,2,0.2222222222222222,147.5,36.0,272.74,1.849084745762712,0.0
15769,0,270,269,19,2.111111111111111,912.6315789473684,14.944444444444445,1780.1957894736843,1.9506182237600924,10985.0
14396,270,270,0,1,0.1111111111111111,39.0,0.0,110.35000000000001,2.8294871794871796,377.64
14898,33,270,236,5,0.5555555555555556,170.4,59.0,198.23600000000002,1.163356807511737,278.13
12725,270,270,0,1,0.1111111111111111,164.0,0.0,427.8,2.6085365853658535,0.0
16725,201,270,69,7,0.7777777777777778,41.142857142857146,11.5,108.32428571428571,2.6328819444444442,0.0
12395,11,270,258,8,0.8888888888888888,203.625,36.857142857142854,237.44625,1.1660957642725598,1119.06
16455,103,270,166,5,0.5555555555555556,122.4,41.5,226.756,1.8525816993464053,707.4
13081,42,270,227,8,0.8888888888888888,1583.125,32.42857142857143,2358.765,1.4899423608369522,9467.26
15545,270,270,0,1,0.1111111111111111,75.0,0.0,135.32999999999998,1.8043999999999998,153.64
17243,12,268,256,15,1.6791044776119401,91.86666666666666,18.285714285714285,260.61800000000005,2.836915820029028,3695.2
15465,37,268,230,15,1.6791044776119401,60.4,16.428571428571427,399.47533333333337,6.613830022075056,1362.49
13089,11,268,256,68,7.611940298507463,312.27941176470586,3.8208955223880596,562.7163235294117,1.8019642100306097,15133.56
16033,7,268,261,16,1.791044776119403,134.3125,17.4,366.534375,2.728966961377385,2492.4
13838,16,268,252,3,0.33582089552238803,54.666666666666664,126.0,155.84666666666666,2.850853658536585,0.0
18055,27,268,241,7,0.7835820895522387,175.14285714285714,40.166666666666664,524.6942857142857,2.995807504078303,2224.71
15038,86,268,182,4,0.44776119402985076,30.75,60.666666666666664,124.42500000000001,4.046341463414635,188.04
18109,9,268,259,17,1.9029850746268657,195.47058823529412,16.1875,260.7658823529412,1.3340415287390912,2203.39
13069,18,268,250,19,2.126865671641791,182.47368421052633,13.88888888888889,178.5926315789474,0.9787308912604558,513.14
16241,13,268,255,8,0.8955223880597015,104.75,36.42857142857143,187.72750000000002,1.792147971360382,488.94
14800,8,268,260,9,1.007462686567164,350.44444444444446,32.5,425.8322222222222,1.2151204819277108,499.3
15708,37,268,231,6,0.6716417910447761,164.83333333333334,46.2,431.5566666666667,2.618139534883721,645.91
16839,8,268,259,22,2.462686567164179,260.1818181818182,12.333333333333334,494.05818181818177,1.8988958770090842,4884.59
16168,2,268,266,16,1.791044776119403,76.5,17.733333333333334,147.575,1.9290849673202612,1426.4
16931,2,268,266,14,1.5671641791044775,140.5,20.46153846153846,206.95214285714286,1.4729689883070665,1246.1
16814,7,268,261,16,1.791044776119403,133.0625,17.4,320.73062500000003,2.4103757632691405,1285.01
15351,268,268,0,1,0.11194029850746269,129.0,0.0,274.67,2.1292248062015506,1659.99
13269,8,268,260,8,0.8955223880597015,251.75,37.142857142857146,372.3125,1.4788977159880834,2031.1
14813,268,268,0,2,0.22388059701492538,33.0,0.0,76.43999999999998,2.316363636363636,0.0
12567,7,268,261,8,0.8955223880597015,378.0,37.285714285714285,869.77,2.300978835978836,2443.12
17062,212,268,55,4,0.44776119402985076,104.5,18.333333333333332,133.3325,1.275909090909091,0.0
15332,265,268,3,4,0.44776119402985076,163.0,1.0,415.265,2.5476380368098157,0.0
14810,2,268,265,10,1.1194029850746268,91.2,29.444444444444443,186.678,2.046907894736842,218.55
16353,2,268,266,13,1.4552238805970148,93.15384615384616,22.166666666666668,255.83923076923077,2.746416184971098,2755.8
18118,46,268,221,18,2.014925373134328,114.38888888888889,13.0,225.7811111111111,1.9738028169014084,1561.02
13831,37,268,231,4,0.44776119402985076,128.75,77.0,362.7124999999999,2.817184466019417,747.5999999999999
13506,215,268,53,2,0.22388059701492538,162.0,53.0,229.26,1.415185185185185,0.0
17796,212,268,56,3,0.33582089552238803,52.666666666666664,28.0,204.70000000000002,3.886708860759494,75.9
15716,44,268,223,4,0.44776119402985076,184.5,74.33333333333333,275.2775,1.4920189701897018,0.0
18156,268,268,0,1,0.11194029850746269,68.0,0.0,186.87999999999997,2.7482352941176464,488.76
16983,79,268,189,4,0.44776119402985076,133.5,63.0,221.30500000000004,1.6577153558052438,1020.65
17059,9,268,259,4,0.44776119402985076,319.75,86.33333333333333,559.275,1.7491008600469116,843.29
16327,98,268,170,4,0.44776119402985076,404.5,56.666666666666664,617.4100000000001,1.526353522867738,1350.63
17211,79,268,189,6,0.6716417910447761,132.16666666666666,37.8,244.14833333333334,1.8472761664564945,852.33
17026,84,268,184,2,0.22388059701492538,48.5,184.0,77.415,1.5961855670103093,0.0
15570,40,268,227,9,1.007462686567164,126.11111111111111,28.375,312.22,2.475753303964758,1303.44
15880,268,268,0,1,0.11194029850746269,202.0,0.0,329.03,1.6288613861386136,0.0
16718,268,268,0,1,0.11194029850746269,407.0,0.0,606.0500000000001,1.4890663390663392,0.0
15808,205,268,63,4,0.44776119402985076,326.25,21.0,912.8175000000001,2.797908045977012,0.0
17858,15,268,253,9,1.007462686567164,265.1111111111111,31.625,404.58333333333326,1.5260896898575018,735.69
16393,41,268,226,8,0.8955223880597015,112.25,32.285714285714285,187.91625,1.674086859688196,1230.93
14527,6,268,261,39,4.365671641791045,32.666666666666664,6.868421052631579,131.70256410256408,4.03171114599686,2738.78
14161,114,268,153,3,0.33582089552238803,150.0,76.5,365.8733333333334,2.4391555555555557,0.0
